iter	RMSE
243	0.07779659
244	0.0776367501
245	0.07760373222
246	0.07741078022
247	0.07733198832
248	0.07712008048
249	0.07704291042
250	0.07691029984
251	0.07678135993
252	0.07660162756
253	0.07638562035
254	0.07624092943
255	0.07609335978
256	0.07603646981
257	0.07591134913
258	0.07579254493
259	0.07576082636
260	0.07558164523
261	0.07555093052
262	0.07533702513
263	0.07523026068
264	0.07510617515
265	0.07496829553
266	0.07483582378
267	0.07468197914
268	0.07464754335
269	0.07449905646
270	0.07429130583
271	0.07414932998
272	0.0739816581
273	0.07386429083
274	0.07382763712
275	0.07369005847
276	0.07351819163
277	0.07348957019
278	0.07343260033
279	0.07337772147
280	0.07322930408
281	0.07305666704
282	0.072935485
283	0.07278874252
284	0.07266943053
285	0.07260935226
286	0.07248474986
287	0.07239111133
288	0.07222199418
289	0.07208423467
290	0.07196105147
291	0.07183270233
292	0.07170005633
293	0.07167984255
294	0.07153666575
295	0.07151515219
296	0.07139702862
297	0.07128450252
298	0.07121102283
299	0.07114277061
300	0.07103749674
301	0.07096359089
302	0.07081083748
303	0.07066343451
304	0.07056680841
305	0.07054342985
306	0.07042448382
307	0.07035831163
308	0.0702253353
309	0.07009738443
310	0.07000878471
311	0.0698066196
312	0.06965666739
313	0.06952649239
314	0.06936608523
315	0.06929269351
316	0.06913372023
317	0.06909749734
318	0.06898717622
319	0.068918371
320	0.06889213525
321	0.06872998954
322	0.06861970043
323	0.06849666306
324	0.06834701042
325	0.068329351
326	0.06817148074
327	0.06805461163
328	0.067907077
329	0.06775535399
330	0.06769419486
331	0.06764237575
332	0.06750872377
333	0.06731548852
334	0.06729822381
335	0.06719144075
336	0.06707431908
337	0.06698320941
338	0.06691454264
339	0.06688486372
340	0.06674068935
341	0.06672139082
342	0.06670664639
343	0.06664748045
344	0.06649672033
345	0.06643383801
346	0.06640628102
347	0.06627706195
348	0.06622166065
349	0.06608501429
350	0.06602019743
351	0.06591739724
352	0.06581080802
353	0.06571751091
354	0.06552627129
355	0.06537353824
356	0.06520348565
357	0.06506432059
358	0.06489501288
359	0.06485460556
360	0.06461333589
361	0.06449980209
362	0.06435685545
363	0.06425566829
364	0.06410418238
365	0.06408440986
366	0.06400984572
367	0.06386790935
368	0.06372103167
369	0.06367798024
370	0.06362386861
371	0.06350028796
372	0.0634348652
373	0.06325096913
374	0.0631606404
375	0.0631389083
376	0.06304915393
377	0.06294133132
378	0.0628847149
379	0.06275104284
380	0.06257722827
381	0.062466734
382	0.06234654268
383	0.06229301672
384	0.06222852878
385	0.06211294271
386	0.06207572696
387	0.06195840736
388	0.06191230662
389	0.06186439635
390	0.06178646817
391	0.06162257024
392	0.06161072787
393	0.06151522681
394	0.06142803926
395	0.06128872365
396	0.06116469751
397	0.06102776005
398	0.06082544964
399	0.06069648226
400	0.06056958771
401	0.06051237394
402	0.06040574127
403	0.06034799374
404	0.06025331807
405	0.06015300256
406	0.06008265387
407	0.06000736505
408	0.05989531658
409	0.05984524543
410	0.05976221099
411	0.05964637207
412	0.0594990651
413	0.05940113119
414	0.05929759002
415	0.05918752815
416	0.05904543039
417	0.05891867159
418	0.05890459133
419	0.0587282033
420	0.05862692986
421	0.05858576107
422	0.05847881513
423	0.05846648181
424	0.05837426055
425	0.05823203415
426	0.0580780768
427	0.05806917707
428	0.05798950226
429	0.05791655348
430	0.05781967619
431	0.05772426952
432	0.0576583232
433	0.05756137497
434	0.05747443285
435	0.05743361738
436	0.05737528032
437	0.05736799049
438	0.05731600815
439	0.05722242423
440	0.05713717096
441	0.05711163878
442	0.05704426609
443	0.0568819877
444	0.05679080698
445	0.05675566225
446	0.05669109622
447	0.05659047059
448	0.05658226849
449	0.05649099801
450	0.05644184043
451	0.05635242994
452	0.05634551341
453	0.05628515603
454	0.05620384219
455	0.05613600498
456	0.05612793885
457	0.0560902161
458	0.05606108272
459	0.05600725463
460	0.05586887354
461	0.05582843943
462	0.05574297957
463	0.05563770656
464	0.05550065607
465	0.05543872209
466	0.05543151274
467	0.05538859918
468	0.05525968927
469	0.05517792883
470	0.05510611904
471	0.05509284584
472	0.05508620118
473	0.055054792
474	0.05497930205
475	0.05489088858
476	0.05482636493
477	0.05470813964
478	0.05463216551
479	0.05453479185
480	0.05442891097
481	0.05436685576
482	0.05436146856
483	0.05430426995
484	0.05417214567
485	0.05404448727
486	0.05400036567
487	0.05395215319
488	0.05386967709
489	0.05386145893
490	0.05371889701
491	0.0536179457
492	0.05355954537
493	0.05351755926
494	0.05347631821
495	0.05346982638
496	0.05346417249
497	0.05336430983
498	0.05328373173
499	0.05324789737
500	0.05316768157
501	0.0530945094
502	0.05308978784
503	0.05304161351
504	0.05298221123
505	0.05284453693
506	0.05277694445
507	0.05272476247
508	0.05263559411
509	0.05257540505
510	0.05247222874
511	0.05238834797
512	0.05229631153
513	0.05222056044
514	0.0521036244
515	0.05199004102
516	0.05195367285
517	0.05187232129
518	0.05181091693
519	0.05169306037
520	0.05166902451
521	0.05159560527
522	0.05152486448
523	0.05144273636
524	0.0514224862
525	0.05139191921
526	0.05132627293
527	0.05130140899
528	0.05120886577
529	0.05120279738
530	0.05117316773
531	0.05106716834
532	0.05099381945
533	0.05089782188
534	0.05084222111
535	0.05073326664
536	0.05067382329
537	0.05055755577
538	0.05043918567
539	0.05040931786
540	0.05040239728
541	0.05029660608
542	0.05018524593
543	0.05011382641
544	0.05010870907
545	0.05000230903
546	0.04992564263
547	0.04985599699
548	0.04972665083
549	0.04961238628
550	0.04951023161
551	0.04942833481
552	0.04933660166
553	0.0493071269
554	0.04923210147
555	0.04919907788
556	0.04913017127
557	0.04903891803
558	0.04895505627
559	0.04893685678
560	0.04891180079
561	0.0488277656
562	0.04871795205
563	0.048620445
564	0.04858890369
565	0.04856746222
566	0.048498104
567	0.04847333257
568	0.04839366582
569	0.04837226538
570	0.04836680319
571	0.0482676751
572	0.04818096209
573	0.04814983835
574	0.04804276833
575	0.04797280822
576	0.04789212426
577	0.04781953079
578	0.04775092874
579	0.04766030533
580	0.04759631785
581	0.04759245357
582	0.04748925644
583	0.0474524609
584	0.04735244206
585	0.04724972111
586	0.04724556531
587	0.0472383332
588	0.04716219784
589	0.04710472011
590	0.04701264029
591	0.04697883948
592	0.04694212521
593	0.04685774869
594	0.04680473745
595	0.04673305158
596	0.04663531998
597	0.04654713613
598	0.04644667026
599	0.04635747119
600	0.04633583786
601	0.04623948184
602	0.04616469199
603	0.04609114912
604	0.04607018644
605	0.04596564275
606	0.0458789675
607	0.04579832945
608	0.0457810317
609	0.04569078015
610	0.0456618979
611	0.04559754078
612	0.04554284358
613	0.04553846469
614	0.04544753764
615	0.04541529491
616	0.04535950046
617	0.0452555401
618	0.04524937136
619	0.04516829572
620	0.0450767609
621	0.04503212379
622	0.04496245392
623	0.04493861201
624	0.04491274248
625	0.04487767954
626	0.04483306551
627	0.04477199499
628	0.04468126791
629	0.04461961198
630	0.04457214627
631	0.0445106041
632	0.04441740359
633	0.04434245468
634	0.04425829859
635	0.04418250482
636	0.04417149443
637	0.04409294296
638	0.04405569112
639	0.04396645561
640	0.04391540493
641	0.04390404604
642	0.04383854732
643	0.04375006161
644	0.04374654626
645	0.0436916235
646	0.0436092717
647	0.04353618893
648	0.0434539069
649	0.04336923585
650	0.04328448598
651	0.0431913067
652	0.04310655673
653	0.043050426
654	0.04299459037
655	0.04288871571
656	0.04281779189
657	0.04270758286
658	0.0427039577
659	0.04266968716
660	0.04259094285
661	0.04251907946
662	0.04249333449
663	0.0424359054
664	0.04235630424
665	0.04228231616
666	0.04225860585
667	0.04218802395
668	0.04216636
669	0.04209117325
670	0.04203370573
671	0.0419330754
672	0.04190700477
673	0.04182635267
674	0.04175831399
675	0.04171243458
676	0.0416348068
677	0.04156192187
678	0.0414842996
679	0.04139622415
680	0.04134056488
681	0.04126581434
682	0.04118960036
683	0.04114346156
684	0.04110990047
685	0.04106530467
686	0.04097960458
687	0.04095571995
688	0.04088649428
689	0.04086118188
690	0.04080785623
691	0.04072120212
692	0.04066959029
693	0.04063885012
694	0.04053125236
695	0.04051696562
696	0.04050273146
697	0.04042368698
698	0.04031312054
699	0.0402315898
700	0.04015502371
701	0.0401498796
702	0.04009610846
703	0.04002995531
704	0.03993665182
705	0.03988076856
706	0.03987702004
707	0.03979322479
708	0.03974467573
709	0.0396720534
710	0.0396329289
711	0.03957408411
712	0.03951053794
713	0.03945657212
714	0.03935041492
715	0.03931045498
716	0.03926769345
717	0.03921185872
718	0.03915116847
719	0.03913102763
720	0.03912809424
721	0.0391177728
722	0.03902483633
723	0.03900028849
724	0.03890245048
725	0.03885527681
726	0.03883477664
727	0.0387453679
728	0.03869604896
729	0.03862768796
730	0.03860914314
731	0.03852148352
732	0.03844919269
733	0.03840123176
734	0.03834884095
735	0.03832423656
736	0.03829114102
737	0.03828269576
738	0.03816100489
739	0.03808984594
740	0.03800726045
741	0.03796896187
742	0.037927197
743	0.03787350557
744	0.0378284216
745	0.03782487939
746	0.0377692748
747	0.03770899405
748	0.0376319218
749	0.03761415964
750	0.03756346944
751	0.03753969203
752	0.03747677536
753	0.03740667967
754	0.03735354734
755	0.03731464265
756	0.03727139677
757	0.0372374025
758	0.03720753203
759	0.0371547548
760	0.03707027861
761	0.03700112798
762	0.03694621029
763	0.03688553006
764	0.0368561748
765	0.03677227283
766	0.0367258553
767	0.03665011317
768	0.03662823286
769	0.0365709245
770	0.0365105448
771	0.0364602416
772	0.03639180595
773	0.03635260339
774	0.03627226122
775	0.03618796854
776	0.03614268014
777	0.03612044752
778	0.03605129212
779	0.03600408765
780	0.03596976576
781	0.03591501111
782	0.03585233059
783	0.0358482267
784	0.0358335227
785	0.0358024284
786	0.03574504198
787	0.03568940933
788	0.03563092804
789	0.03561455533
790	0.03560930175
791	0.03554702633
792	0.0355444146
793	0.03552081509
794	0.03546589229
795	0.03543025745
796	0.0353697266
797	0.0353001456
798	0.03521868662
799	0.03516484808
800	0.03514450657
801	0.03509935578
802	0.03505287125
803	0.03502066893
804	0.03493373164
805	0.03489620559
806	0.03487238007
807	0.03483759279
808	0.03477929677
809	0.0347178275
810	0.03468203641
811	0.03466499715
812	0.03460933562
813	0.03458125695
814	0.03454746937
815	0.03450138625
816	0.03444029361
817	0.03439258645
818	0.03436282885
819	0.0343046243
820	0.03423405675
821	0.03416988771
822	0.03411945437
823	0.03402205682
824	0.03396104989
825	0.0339278545
826	0.03387907337
827	0.03380460496
828	0.03377933252
829	0.03370561518
830	0.03368034467
831	0.03363535476
832	0.03359452061
833	0.03355689413
834	0.03350749583
835	0.03347941908
836	0.0334384868
837	0.03342936626
838	0.03336469749
839	0.03333346042
840	0.03329226895
841	0.03326143315
842	0.03317746708
843	0.03312484109
844	0.03305596849
845	0.03303200994
846	0.03299029526
847	0.03293713376
848	0.03292603574
849	0.03288627174
850	0.03284775746
851	0.03277976064
852	0.03271898089
853	0.03269800789
854	0.03266944544
855	0.03264030185
856	0.03255097383
857	0.03249115442
858	0.03242059584
859	0.03236595649
860	0.03235946593
861	0.03230354757
862	0.032293184
863	0.03225360628
864	0.03215833355
865	0.03214343136
866	0.03210150576
867	0.0320500349
868	0.03201059035
869	0.03197015949
870	0.03192868118
871	0.03189732857
872	0.03186575074
873	0.03186275125
874	0.03182528851
875	0.03177930378
876	0.03173785147
877	0.03168407755
878	0.03166530971
879	0.03163204516
880	0.03159141727
881	0.03154626694
882	0.03149661734
883	0.0314891098
884	0.03145603595
885	0.03143009433
886	0.03137303148
887	0.03131311514
888	0.03130708732
889	0.0312633423
890	0.03122139171
891	0.03119322554
892	0.03112196556
893	0.03109211441
894	0.03104476732
895	0.03097068811
896	0.03092444343
897	0.03085087444
898	0.03084631203
899	0.03080487306
900	0.03077997309
901	0.03073398713
902	0.03068647466
903	0.03063910482
904	0.0305938992
905	0.03052689443
906	0.03051117695
907	0.0304909105
908	0.0304453105
909	0.03039232069
910	0.03036384378
911	0.03033014641
912	0.03030598912
913	0.03025236743
914	0.03021686886
915	0.0301966569
916	0.03017438271
917	0.03013115232
918	0.03008405895
919	0.03002757457
920	0.02998154104
921	0.02996274925
922	0.02989640921
923	0.02983554015
924	0.02979678651
925	0.02979325265
926	0.0297371095
927	0.02971314405
928	0.02966804687
929	0.02961707893
930	0.0295756499
931	0.02954542823
932	0.0295263825
933	0.0294853436
934	0.02945045809
935	0.02943701268
936	0.02939627737
937	0.0293541836
938	0.02934697162
939	0.02934419678
940	0.0292991773
941	0.02924138404
942	0.02920510041
943	0.02916830028
944	0.02913941736
945	0.02911974668
946	0.02909690526
947	0.02904299231
948	0.02903860548
949	0.02902173761
950	0.02897287762
951	0.0289479164
952	0.02890737147
953	0.02888041902
954	0.02884868481
955	0.0288106928
956	0.02877088951
957	0.02871827351
958	0.02866355704
959	0.02863903888
960	0.02857665447
961	0.02854203582
962	0.0285174277
963	0.02847781844
964	0.02844326171
965	0.02844057929
966	0.02842188246
967	0.02838985208
968	0.02833487237
969	0.02831797493
970	0.02826867822
971	0.02826614055
972	0.02822061682
973	0.02819094812
974	0.02817047451
975	0.02812300789
976	0.02809398305
977	0.02804973359
978	0.02797722129
979	0.02796661079
980	0.02796153845
981	0.02793493865
982	0.02790298423
983	0.0278476704
984	0.02784562902
985	0.02780113563
986	0.02776952578
987	0.02772626633
988	0.02768831514
989	0.0276699357
990	0.02764831958
991	0.02763883391
992	0.02760934976
993	0.02757025672
994	0.02752451046
995	0.02750933262
996	0.0274500263
997	0.02742419934
998	0.02740916954
999	0.02735224865
